Frame,Eye State,Pupil Position,Driving Status,Head Rotation,Head Front Tilt,Head Side Tilt
2528,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
2529,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
2530,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
2531,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
2532,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
2533,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
2534,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
2535,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
2536,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
2537,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
2538,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
2539,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
2540,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
2541,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
2542,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
2543,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
2544,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
2545,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
2546,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
2547,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
2548,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
2549,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
2550,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
2551,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
2552,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
2553,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
2554,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
2555,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
2556,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
2557,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
2558,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
2559,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
2560,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
2561,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
2562,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
2563,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
2564,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
2565,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
2566,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
2567,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
