Frame,Eye State,Pupil Position,Driving Status,Head Rotation,Head Front Tilt,Head Side Tilt
13546,Open,Center,Focus,Center,Straight Front Ahead,Straight
13547,Open,Center,Focus,Center,Straight Front Ahead,Straight
13548,Open,Center,Focus,Center,Straight Front Ahead,Straight
13549,Open,Center,Focus,Center,Straight Front Ahead,Straight
13550,Open,Center,Focus,Center,Straight Front Ahead,Straight
13551,Open,Center,Focus,Center,Straight Front Ahead,Straight
13552,Open,Center,Focus,Center,Straight Front Ahead,Straight
13553,Open,Center,Focus,Center,Straight Front Ahead,Straight
13554,Open,Center,Focus,Center,Straight Front Ahead,Straight
13555,Open,Center,Focus,Center,Straight Front Ahead,Straight
13556,Open,Center,Focus,Center,Straight Front Ahead,Straight
13557,Open,Center,Focus,Center,Straight Front Ahead,Straight
13558,Open,Center,Focus,Center,Straight Front Ahead,Straight
13559,Open,Center,Focus,Center,Straight Front Ahead,Straight
13560,Open,Center,Focus,Center,Straight Front Ahead,Straight
13561,Open,Center,Focus,Center,Straight Front Ahead,Straight
13562,Open,Center,Focus,Center,Straight Front Ahead,Straight
13563,Open,Center,Focus,Center,Straight Front Ahead,Straight
13564,Open,Center,Focus,Center,Straight Front Ahead,Straight
13565,Open,Center,Focus,Center,Straight Front Ahead,Straight
13566,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
13567,Open,Center,Focus,Center,Straight Front Ahead,Straight
13568,Open,Center,Focus,Center,Straight Front Ahead,Straight
13569,Open,Center,Focus,Center,Straight Front Ahead,Straight
13570,Open,Center,Focus,Center,Straight Front Ahead,Straight
13571,Open,Center,Focus,Center,Straight Front Ahead,Straight
13572,Open,Center,Focus,Center,Straight Front Ahead,Straight
13573,Open,Center,Focus,Center,Straight Front Ahead,Straight
13574,Open,Center,Focus,Center,Straight Front Ahead,Straight
13575,Open,Center,Focus,Center,Straight Front Ahead,Straight
13576,Open,Center,Focus,Center,Straight Front Ahead,Straight
13577,Open,Center,Focus,Center,Straight Front Ahead,Straight
13578,Open,Center,Focus,Center,Straight Front Ahead,Straight
13579,Open,Center,Focus,Center,Straight Front Ahead,Straight
13580,Open,Center,Focus,Center,Straight Front Ahead,Straight
13581,Open,Center,Focus,Center,Straight Front Ahead,Straight
13582,Open,Center,Focus,Center,Straight Front Ahead,Straight
13583,Open,Center,Focus,Center,Straight Front Ahead,Straight
13584,Open,Center,Focus,Center,Straight Front Ahead,Straight
13585,Open,Center,Focus,Center,Straight Front Ahead,Straight
13586,Open,Center,Focus,Center,Straight Front Ahead,Straight
13587,Open,Center,Focus,Center,Straight Front Ahead,Straight
13588,Open,Center,Focus,Center,Straight Front Ahead,Straight
13589,Open,Center,Focus,Center,Straight Front Ahead,Straight
13590,Open,Center,Focus,Center,Straight Front Ahead,Straight
13591,Open,Center,Focus,Center,Straight Front Ahead,Straight
13592,Open,Center,Focus,Center,Straight Front Ahead,Straight
13593,Open,Center,Focus,Center,Straight Front Ahead,Straight
13594,Open,Center,Focus,Center,Straight Front Ahead,Straight
13595,Open,Center,Focus,Center,Straight Front Ahead,Straight
13596,Open,Center,Focus,Center,Straight Front Ahead,Straight
13597,Open,Center,Focus,Center,Straight Front Ahead,Straight
13598,Open,Center,Focus,Center,Straight Front Ahead,Straight
13599,Open,Center,Focus,Center,Straight Front Ahead,Straight
13600,Open,Center,Focus,Center,Straight Front Ahead,Straight
13601,Open,Center,Focus,Center,Straight Front Ahead,Straight
13602,Open,Center,Focus,Center,Straight Front Ahead,Straight
13603,Open,Center,Focus,Center,Straight Front Ahead,Straight
13604,Open,Center,Focus,Center,Straight Front Ahead,Straight
13605,Open,Center,Focus,Center,Straight Front Ahead,Straight
13606,Open,Center,Focus,Center,Straight Front Ahead,Straight
13607,Open,Center,Focus,Center,Straight Front Ahead,Straight
13608,Open,Center,Focus,Center,Straight Front Ahead,Straight
13609,Open,Center,Focus,Center,Straight Front Ahead,Straight
13610,Open,Center,Focus,Center,Straight Front Ahead,Straight
13611,Open,Center,Focus,Center,Straight Front Ahead,Straight
13612,Open,Center,Focus,Center,Straight Front Ahead,Straight
13613,Open,Center,Focus,Center,Straight Front Ahead,Straight
13614,Open,Center,Focus,Center,Straight Front Ahead,Straight
13615,Open,Center,Focus,Center,Straight Front Ahead,Straight
13616,Open,Center,Focus,Center,Straight Front Ahead,Straight
13617,Open,Center,Focus,Center,Straight Front Ahead,Straight
13618,Open,Center,Focus,Center,Straight Front Ahead,Straight
13619,Open,Center,Focus,Center,Straight Front Ahead,Straight
13620,Open,Center,Focus,Center,Straight Front Ahead,Straight
13621,Open,Center,Focus,Center,Straight Front Ahead,Straight
13622,Open,Center,Focus,Center,Straight Front Ahead,Straight
13623,Open,Center,Focus,Center,Straight Front Ahead,Straight
13624,Open,Center,Focus,Center,Straight Front Ahead,Straight
13625,Open,Center,Focus,Center,Straight Front Ahead,Straight
13626,Open,Center,Focus,Center,Straight Front Ahead,Straight
13627,Open,Center,Focus,Center,Straight Front Ahead,Straight
13628,Open,Center,Focus,Center,Straight Front Ahead,Straight
13629,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
13630,Open,Center,Focus,Center,Straight Front Ahead,Straight
13631,Open,Center,Focus,Center,Straight Front Ahead,Straight
13632,Open,Center,Focus,Center,Straight Front Ahead,Straight
13633,Open,Center,Focus,Center,Straight Front Ahead,Straight
13634,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
13635,Open,Center,Focus,Center,Straight Front Ahead,Straight
13636,Open,Center,Focus,Center,Straight Front Ahead,Straight
13637,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
13638,Open,Center,Focus,Center,Straight Front Ahead,Straight
13639,Open,Center,Focus,Center,Straight Front Ahead,Straight
13640,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
13641,Open,Center,Focus,Center,Straight Front Ahead,Straight
13642,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
13643,Open,Center,Focus,Center,Straight Front Ahead,Straight
13644,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
13645,Open,Center,Focus,Center,Straight Front Ahead,Straight
13646,Open,Center,Focus,Center,Straight Front Ahead,Straight
13647,Open,Center,Focus,Center,Straight Front Ahead,Straight
13648,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
13649,Open,Center,Focus,Center,Straight Front Ahead,Straight
13650,Open,Center,Focus,Center,Straight Front Ahead,Straight
13651,Open,Center,Focus,Center,Straight Front Ahead,Straight
13652,Open,Center,Focus,Center,Straight Front Ahead,Straight
13653,Open,Center,Focus,Center,Straight Front Ahead,Straight
13654,Open,Center,Focus,Center,Straight Front Ahead,Straight
13655,Open,Center,Focus,Center,Straight Front Ahead,Straight
13656,Open,Center,Focus,Center,Straight Front Ahead,Straight
13657,Open,Center,Focus,Center,Straight Front Ahead,Straight
13658,Open,Center,Focus,Center,Straight Front Ahead,Straight
13659,Open,Center,Focus,Center,Straight Front Ahead,Straight
13660,Open,Center,Focus,Center,Straight Front Ahead,Straight
13661,Open,Center,Focus,Center,Straight Front Ahead,Straight
13662,Open,Center,Focus,Center,Straight Front Ahead,Straight
13663,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
13664,Open,Center,Focus,Center,Straight Front Ahead,Straight
13665,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
13666,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
13667,Open,Center,Focus,Center,Straight Front Ahead,Straight
13668,Open,Center,Focus,Center,Straight Front Ahead,Straight
13669,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
13670,Open,Center,Focus,Center,Straight Front Ahead,Straight
13671,Open,Center,Focus,Center,Straight Front Ahead,Straight
13672,Open,Center,Focus,Center,Straight Front Ahead,Straight
13673,Open,Center,Focus,Center,Straight Front Ahead,Straight
13674,Open,Center,Focus,Center,Straight Front Ahead,Straight
13675,Open,Center,Focus,Center,Straight Front Ahead,Straight
13676,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
13677,Open,Center,Focus,Center,Straight Front Ahead,Straight
13678,Open,Center,Focus,Center,Straight Front Ahead,Straight
13679,Open,Center,Focus,Center,Straight Front Ahead,Straight
13680,Open,Center,Focus,Center,Straight Front Ahead,Straight
13681,Open,Center,Focus,Center,Straight Front Ahead,Straight
13682,Open,Center,Focus,Center,Straight Front Ahead,Straight
13683,Open,Center,Focus,Center,Straight Front Ahead,Straight
13684,Open,Center,Focus,Center,Straight Front Ahead,Straight
13685,Open,Center,Focus,Center,Straight Front Ahead,Straight
13686,Open,Center,Focus,Center,Straight Front Ahead,Straight
13687,Open,Center,Focus,Center,Straight Front Ahead,Straight
13688,Open,Center,Focus,Center,Straight Front Ahead,Straight
13689,Open,Center,Focus,Center,Straight Front Ahead,Straight
13690,Open,Center,Focus,Center,Straight Front Ahead,Straight
13691,Open,Center,Focus,Center,Straight Front Ahead,Straight
13692,Open,Center,Focus,Center,Straight Front Ahead,Straight
13693,Open,Center,Focus,Center,Straight Front Ahead,Straight
13694,Open,Center,Focus,Center,Straight Front Ahead,Straight
13695,Open,Center,Focus,Center,Straight Front Ahead,Straight
13696,Open,Center,Focus,Center,Straight Front Ahead,Straight
13697,Open,Center,Focus,Center,Straight Front Ahead,Straight
13698,Open,Center,Focus,Center,Straight Front Ahead,Straight
13699,Open,Center,Focus,Center,Straight Front Ahead,Straight
13700,Open,Center,Focus,Center,Straight Front Ahead,Straight
13701,Open,Center,Focus,Center,Straight Front Ahead,Straight
13702,Open,Center,Focus,Center,Straight Front Ahead,Straight
13703,Open,Center,Focus,Center,Straight Front Ahead,Straight
13704,Open,Center,Focus,Center,Straight Front Ahead,Straight
13705,Open,Center,Focus,Center,Straight Front Ahead,Straight
13706,Open,Center,Focus,Center,Straight Front Ahead,Straight
13707,Open,Center,Focus,Center,Straight Front Ahead,Straight
13708,Open,Center,Focus,Center,Straight Front Ahead,Straight
13709,Open,Center,Focus,Center,Straight Front Ahead,Straight
13710,Open,Center,Focus,Center,Straight Front Ahead,Straight
13711,Open,Center,Focus,Center,Straight Front Ahead,Straight
13712,Open,Center,Focus,Center,Straight Front Ahead,Straight
13713,Open,Center,Focus,Center,Straight Front Ahead,Straight
13714,Open,Center,Focus,Center,Straight Front Ahead,Straight
13715,Open,Center,Focus,Center,Straight Front Ahead,Straight
13716,Open,Center,Focus,Center,Straight Front Ahead,Straight
13717,Open,Center,Focus,Center,Straight Front Ahead,Straight
13718,Open,Center,Focus,Center,Straight Front Ahead,Straight
13719,Open,Center,Focus,Center,Straight Front Ahead,Straight
13720,Open,Center,Focus,Center,Straight Front Ahead,Straight
13721,Open,Center,Focus,Center,Straight Front Ahead,Straight
13722,Open,Center,Focus,Center,Straight Front Ahead,Straight
13723,Open,Center,Focus,Center,Straight Front Ahead,Straight
13724,Open,Center,Focus,Center,Straight Front Ahead,Straight
13725,Open,Center,Focus,Center,Straight Front Ahead,Straight
13726,Open,Center,Focus,Center,Straight Front Ahead,Straight
13727,Open,Center,Focus,Center,Straight Front Ahead,Straight
13728,Open,Center,Focus,Center,Straight Front Ahead,Straight
13729,Open,Center,Focus,Center,Straight Front Ahead,Straight
13730,Open,Center,Focus,Center,Straight Front Ahead,Straight
13731,Open,Center,Focus,Center,Straight Front Ahead,Straight
13732,Open,Center,Focus,Center,Straight Front Ahead,Straight
13733,Open,Center,Focus,Center,Straight Front Ahead,Straight
13734,Open,Center,Focus,Center,Straight Front Ahead,Straight
13735,Open,Center,Focus,Center,Straight Front Ahead,Straight
13736,Open,Center,Focus,Center,Straight Front Ahead,Straight
13737,Open,Center,Focus,Center,Straight Front Ahead,Straight
13738,Open,Center,Focus,Center,Straight Front Ahead,Straight
13739,Open,Center,Focus,Center,Straight Front Ahead,Straight
13740,Open,Center,Focus,Center,Straight Front Ahead,Straight
13741,Open,Center,Focus,Center,Straight Front Ahead,Straight
13742,Open,Center,Focus,Center,Straight Front Ahead,Straight
13743,Open,Center,Focus,Center,Straight Front Ahead,Straight
13744,Open,Center,Focus,Center,Straight Front Ahead,Straight
13745,Open,Center,Focus,Center,Straight Front Ahead,Straight
13746,Open,Center,Focus,Center,Straight Front Ahead,Straight
13747,Open,Center,Focus,Center,Straight Front Ahead,Straight
13748,Open,Center,Focus,Center,Straight Front Ahead,Straight
13749,Open,Center,Focus,Center,Straight Front Ahead,Straight
13750,Open,Center,Focus,Center,Straight Front Ahead,Straight
13751,Open,Center,Focus,Center,Straight Front Ahead,Straight
13752,Open,Center,Focus,Center,Straight Front Ahead,Straight
13753,Open,Center,Focus,Center,Straight Front Ahead,Straight
13754,Open,Center,Focus,Center,Straight Front Ahead,Straight
13755,Open,Center,Focus,Center,Straight Front Ahead,Straight
13756,Open,Center,Focus,Center,Straight Front Ahead,Straight
13757,Open,Center,Focus,Center,Straight Front Ahead,Straight
13758,Open,Center,Focus,Center,Straight Front Ahead,Straight
13759,Open,Center,Focus,Center,Straight Front Ahead,Straight
13760,Open,Center,Focus,Center,Straight Front Ahead,Straight
13761,Open,Center,Focus,Center,Straight Front Ahead,Straight
13762,Open,Center,Focus,Center,Straight Front Ahead,Straight
13763,Open,Center,Focus,Center,Straight Front Ahead,Straight
13764,Open,Center,Focus,Center,Straight Front Ahead,Straight
13765,Open,Center,Focus,Center,Straight Front Ahead,Straight
13766,Open,Center,Focus,Center,Straight Front Ahead,Straight
13767,Open,Center,Focus,Center,Straight Front Ahead,Straight
13768,Open,Center,Focus,Center,Straight Front Ahead,Straight
13769,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
13770,Open,Center,Focus,Center,Straight Front Ahead,Straight
13771,Open,Center,Focus,Center,Straight Front Ahead,Straight
13772,Open,Center,Focus,Center,Straight Front Ahead,Straight
13773,Open,Center,Focus,Center,Straight Front Ahead,Straight
13774,Open,Center,Focus,Center,Straight Front Ahead,Straight
13775,Open,Center,Focus,Center,Straight Front Ahead,Straight
13776,Open,Center,Focus,Center,Straight Front Ahead,Straight
13777,Open,Center,Focus,Center,Straight Front Ahead,Straight
13778,Open,Center,Focus,Center,Straight Front Ahead,Straight
13779,Open,Center,Focus,Center,Straight Front Ahead,Straight
13780,Open,Center,Focus,Center,Straight Front Ahead,Straight
13781,Open,Center,Focus,Center,Straight Front Ahead,Straight
13782,Open,Center,Focus,Center,Straight Front Ahead,Straight
13783,Open,Center,Focus,Center,Straight Front Ahead,Straight
13784,Open,Center,Focus,Center,Straight Front Ahead,Straight
13785,Open,Center,Focus,Center,Straight Front Ahead,Straight
13786,Open,Center,Focus,Center,Straight Front Ahead,Straight
13787,Open,Center,Focus,Center,Straight Front Ahead,Straight
13788,Open,Center,Focus,Center,Straight Front Ahead,Straight
13789,Open,Center,Focus,Center,Straight Front Ahead,Straight
13790,Open,Center,Focus,Center,Straight Front Ahead,Straight
13791,Open,Center,Focus,Center,Straight Front Ahead,Straight
13792,Open,Center,Focus,Center,Straight Front Ahead,Straight
13793,Open,Center,Focus,Center,Straight Front Ahead,Straight
13794,Open,Center,Focus,Center,Straight Front Ahead,Straight
13795,Open,Center,Focus,Center,Straight Front Ahead,Straight
13796,Open,Center,Focus,Center,Straight Front Ahead,Straight
13797,Open,Center,Focus,Center,Straight Front Ahead,Straight
13798,Open,Center,Focus,Center,Straight Front Ahead,Straight
13799,Open,Center,Focus,Center,Straight Front Ahead,Straight
13800,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
13801,Open,Center,Focus,Center,Straight Front Ahead,Straight
13802,Open,Center,Focus,Center,Straight Front Ahead,Straight
13803,Open,Center,Focus,Center,Straight Front Ahead,Straight
13804,Open,Center,Focus,Center,Straight Front Ahead,Straight
13805,Open,Center,Focus,Center,Straight Front Ahead,Straight
13806,Open,Center,Focus,Center,Straight Front Ahead,Straight
13807,Open,Center,Focus,Center,Straight Front Ahead,Straight
13808,Open,Center,Focus,Center,Straight Front Ahead,Straight
13809,Open,Center,Focus,Center,Straight Front Ahead,Straight
13810,Open,Center,Focus,Center,Straight Front Ahead,Straight
13811,Open,Center,Focus,Center,Straight Front Ahead,Straight
13812,Open,Center,Focus,Center,Straight Front Ahead,Straight
13813,Open,Center,Focus,Center,Straight Front Ahead,Straight
13814,Open,Center,Focus,Center,Straight Front Ahead,Straight
13815,Open,Center,Focus,Center,Straight Front Ahead,Straight
13816,Open,Center,Focus,Center,Straight Front Ahead,Straight
13817,Open,Center,Focus,Center,Straight Front Ahead,Straight
13818,Open,Center,Focus,Center,Straight Front Ahead,Straight
13819,Open,Center,Focus,Center,Straight Front Ahead,Straight
13820,Open,Center,Focus,Center,Straight Front Ahead,Straight
13821,Open,Center,Focus,Center,Straight Front Ahead,Straight
13822,Open,Center,Focus,Center,Straight Front Ahead,Straight
13823,Open,Center,Focus,Center,Straight Front Ahead,Straight
13824,Open,Center,Focus,Center,Straight Front Ahead,Straight
13825,Open,Center,Focus,Center,Straight Front Ahead,Straight
13826,Open,Center,Focus,Center,Straight Front Ahead,Straight
13827,Open,Center,Focus,Center,Straight Front Ahead,Straight
13828,Open,Center,Focus,Center,Straight Front Ahead,Straight
13829,Open,Center,Focus,Center,Straight Front Ahead,Straight
13830,Open,Center,Focus,Center,Straight Front Ahead,Straight
13831,Open,Center,Focus,Center,Straight Front Ahead,Straight
13832,Open,Center,Focus,Center,Straight Front Ahead,Straight
13833,Open,Center,Focus,Center,Straight Front Ahead,Straight
13834,Open,Center,Focus,Center,Straight Front Ahead,Straight
13835,Open,Center,Focus,Center,Straight Front Ahead,Straight
13836,Open,Center,Focus,Center,Straight Front Ahead,Straight
13837,Open,Center,Focus,Center,Straight Front Ahead,Straight
13838,Open,Center,Focus,Center,Straight Front Ahead,Straight
13839,Open,Center,Focus,Center,Straight Front Ahead,Straight
13840,Open,Center,Focus,Center,Straight Front Ahead,Straight
13841,Open,Center,Focus,Center,Straight Front Ahead,Straight
13842,Open,Center,Focus,Center,Straight Front Ahead,Straight
13843,Open,Center,Focus,Center,Straight Front Ahead,Straight
13844,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
13845,Open,Center,Focus,Center,Straight Front Ahead,Straight
13846,Open,Center,Focus,Center,Straight Front Ahead,Straight
13847,Open,Center,Focus,Center,Straight Front Ahead,Straight
13848,Open,Center,Focus,Center,Straight Front Ahead,Straight
13849,Open,Center,Focus,Center,Straight Front Ahead,Straight
13850,Open,Center,Focus,Center,Straight Front Ahead,Straight
13851,Open,Center,Focus,Center,Straight Front Ahead,Straight
13852,Open,Center,Focus,Center,Straight Front Ahead,Straight
13853,Open,Center,Focus,Center,Straight Front Ahead,Straight
13854,Open,Center,Focus,Center,Straight Front Ahead,Straight
13855,Open,Center,Focus,Center,Straight Front Ahead,Straight
13856,Open,Center,Focus,Center,Straight Front Ahead,Straight
13857,Open,Center,Focus,Center,Straight Front Ahead,Straight
13858,Open,Center,Focus,Center,Straight Front Ahead,Straight
13859,Open,Center,Focus,Center,Straight Front Ahead,Straight
13860,Open,Center,Focus,Center,Straight Front Ahead,Straight
13861,Open,Center,Focus,Center,Straight Front Ahead,Straight
13862,Open,Center,Focus,Center,Straight Front Ahead,Straight
13863,Open,Center,Focus,Center,Straight Front Ahead,Straight
13864,Open,Center,Focus,Center,Straight Front Ahead,Straight
13865,Open,Center,Focus,Center,Straight Front Ahead,Straight
13866,Open,Center,Focus,Center,Straight Front Ahead,Straight
13867,Open,Center,Focus,Center,Straight Front Ahead,Straight
13868,Open,Center,Focus,Center,Straight Front Ahead,Straight
13869,Open,Center,Focus,Center,Straight Front Ahead,Straight
13870,Open,Center,Focus,Center,Straight Front Ahead,Straight
13871,Open,Center,Focus,Center,Straight Front Ahead,Straight
13872,Open,Center,Focus,Center,Straight Front Ahead,Straight
13873,Open,Center,Focus,Center,Straight Front Ahead,Straight
13874,Open,Center,Focus,Center,Straight Front Ahead,Straight
13875,Open,Center,Focus,Center,Straight Front Ahead,Straight
13876,Open,Center,Focus,Center,Straight Front Ahead,Straight
13877,Open,Center,Focus,Center,Straight Front Ahead,Straight
13878,Open,Center,Focus,Center,Straight Front Ahead,Straight
13879,Open,Center,Focus,Center,Straight Front Ahead,Straight
13880,Open,Center,Focus,Center,Straight Front Ahead,Straight
13881,Open,Center,Focus,Center,Straight Front Ahead,Straight
13882,Open,Center,Focus,Center,Straight Front Ahead,Straight
13883,Open,Center,Focus,Center,Straight Front Ahead,Straight
13884,Open,Center,Focus,Center,Straight Front Ahead,Straight
13885,Open,Center,Focus,Center,Straight Front Ahead,Straight
13886,Open,Center,Focus,Center,Straight Front Ahead,Straight
13887,Open,Center,Focus,Center,Straight Front Ahead,Straight
13888,Open,Center,Focus,Center,Straight Front Ahead,Straight
13889,Open,Center,Focus,Center,Straight Front Ahead,Straight
13890,Open,Center,Focus,Center,Straight Front Ahead,Straight
13891,Open,Center,Focus,Center,Straight Front Ahead,Straight
13892,Open,Center,Focus,Center,Straight Front Ahead,Straight
13893,Open,Center,Focus,Center,Straight Front Ahead,Straight
13894,Open,Center,Focus,Center,Straight Front Ahead,Straight
13895,Open,Center,Focus,Center,Straight Front Ahead,Straight
13896,Open,Center,Focus,Center,Straight Front Ahead,Straight
13897,Open,Center,Focus,Center,Straight Front Ahead,Straight
13898,Open,Center,Focus,Center,Straight Front Ahead,Straight
13899,Open,Center,Focus,Center,Straight Front Ahead,Straight
13900,Open,Center,Focus,Center,Straight Front Ahead,Straight
13901,Open,Center,Focus,Center,Straight Front Ahead,Straight
13902,Open,Center,Focus,Center,Straight Front Ahead,Straight
13903,Open,Center,Focus,Center,Straight Front Ahead,Straight
13904,Open,Center,Focus,Center,Straight Front Ahead,Straight
13905,Open,Center,Focus,Center,Straight Front Ahead,Straight
13906,Open,Center,Focus,Center,Straight Front Ahead,Straight
13907,Open,Center,Focus,Center,Straight Front Ahead,Straight
13908,Open,Center,Focus,Center,Straight Front Ahead,Straight
13909,Open,Center,Focus,Center,Straight Front Ahead,Straight
13910,Open,Center,Focus,Center,Straight Front Ahead,Straight
13911,Open,Center,Focus,Center,Straight Front Ahead,Straight
13912,Open,Center,Focus,Center,Straight Front Ahead,Straight
13913,Open,Center,Focus,Center,Straight Front Ahead,Straight
13914,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
13915,Open,Center,Focus,Center,Straight Front Ahead,Straight
13916,Open,Center,Focus,Center,Straight Front Ahead,Straight
13917,Open,Center,Focus,Center,Straight Front Ahead,Straight
13918,Open,Center,Focus,Center,Straight Front Ahead,Straight
13919,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
13920,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
13921,Open,Center,Focus,Center,Straight Front Ahead,Straight
13922,Open,Center,Focus,Center,Straight Front Ahead,Straight
13923,Open,Center,Focus,Center,Straight Front Ahead,Straight
13924,Open,Center,Focus,Center,Straight Front Ahead,Straight
13925,Open,Center,Focus,Center,Straight Front Ahead,Straight
13926,Open,Center,Focus,Center,Straight Front Ahead,Straight
13927,Open,Center,Focus,Center,Straight Front Ahead,Straight
13928,Open,Center,Focus,Center,Straight Front Ahead,Straight
13929,Open,Center,Focus,Center,Straight Front Ahead,Straight
13930,Open,Center,Focus,Center,Straight Front Ahead,Straight
13931,Open,Center,Focus,Center,Straight Front Ahead,Straight
13932,Open,Center,Focus,Center,Straight Front Ahead,Straight
13933,Open,Center,Focus,Center,Straight Front Ahead,Straight
13934,Open,Center,Focus,Center,Straight Front Ahead,Straight
13935,Open,Center,Focus,Center,Straight Front Ahead,Straight
13936,Open,Center,Focus,Center,Straight Front Ahead,Straight
13937,Open,Center,Focus,Center,Straight Front Ahead,Straight
13938,Open,Center,Focus,Center,Straight Front Ahead,Straight
13939,Open,Center,Focus,Center,Straight Front Ahead,Straight
13940,Open,Center,Focus,Center,Straight Front Ahead,Straight
13941,Open,Center,Focus,Center,Straight Front Ahead,Straight
13942,Open,Center,Focus,Center,Straight Front Ahead,Straight
13943,Open,Center,Focus,Center,Straight Front Ahead,Straight
13944,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
13945,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
13946,Closed,Center,Distracted,Center,Straight Front Ahead,Head Top Left & Neck Right
13947,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
13948,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
13949,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
13950,Open,Center,Focus,Center,Straight Front Ahead,Straight
13951,Open,Center,Focus,Center,Straight Front Ahead,Straight
13952,Open,Center,Focus,Center,Straight Front Ahead,Straight
13953,Open,Center,Focus,Center,Straight Front Ahead,Straight
13954,Open,Center,Focus,Center,Straight Front Ahead,Straight
13955,Open,Center,Focus,Center,Straight Front Ahead,Straight
13956,Open,Center,Focus,Center,Straight Front Ahead,Straight
13957,Open,Center,Focus,Center,Straight Front Ahead,Straight
13958,Open,Center,Focus,Center,Straight Front Ahead,Straight
13959,Open,Center,Focus,Center,Straight Front Ahead,Straight
13960,Open,Center,Focus,Center,Straight Front Ahead,Straight
13961,Open,Center,Focus,Center,Straight Front Ahead,Straight
13962,Open,Center,Focus,Center,Straight Front Ahead,Straight
13963,Open,Center,Focus,Center,Straight Front Ahead,Straight
13964,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
13965,Open,Center,Focus,Center,Straight Front Ahead,Straight
13966,Open,Center,Focus,Center,Straight Front Ahead,Straight
13967,Open,Center,Focus,Center,Straight Front Ahead,Straight
13968,Open,Center,Focus,Center,Straight Front Ahead,Straight
13969,Open,Center,Focus,Center,Straight Front Ahead,Straight
13970,Open,Center,Focus,Center,Straight Front Ahead,Straight
13971,Open,Center,Focus,Center,Straight Front Ahead,Straight
13972,Open,Center,Focus,Center,Straight Front Ahead,Straight
13973,Open,Center,Focus,Center,Straight Front Ahead,Straight
13974,Open,Center,Focus,Center,Straight Front Ahead,Straight
13975,Open,Center,Focus,Center,Straight Front Ahead,Straight
13976,Open,Center,Focus,Center,Straight Front Ahead,Straight
13977,Open,Center,Focus,Center,Straight Front Ahead,Straight
13978,Open,Center,Focus,Center,Straight Front Ahead,Straight
13979,Open,Center,Focus,Center,Straight Front Ahead,Straight
13980,Open,Center,Focus,Center,Straight Front Ahead,Straight
13981,Open,Center,Focus,Center,Straight Front Ahead,Straight
13982,Open,Center,Focus,Center,Straight Front Ahead,Straight
13983,Open,Center,Focus,Center,Straight Front Ahead,Straight
13984,Open,Center,Focus,Center,Straight Front Ahead,Straight
13985,Open,Center,Focus,Center,Straight Front Ahead,Straight
13986,Open,Center,Focus,Center,Straight Front Ahead,Straight
13987,Open,Center,Focus,Center,Straight Front Ahead,Straight
13988,Open,Center,Focus,Center,Straight Front Ahead,Straight
13989,Open,Center,Focus,Center,Straight Front Ahead,Straight
13990,Open,Center,Focus,Center,Straight Front Ahead,Straight
13991,Open,Center,Focus,Center,Straight Front Ahead,Straight
13992,Open,Center,Focus,Center,Straight Front Ahead,Straight
13993,Open,Center,Focus,45Degree Left,Straight Front Ahead,Head Top Left & Neck Right
13994,Open,Center,Focus,Center,Straight Front Ahead,Straight
13995,Open,Center,Focus,45Degree Left,Straight Front Ahead,Head Top Left & Neck Right
13996,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
13997,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
13998,Open,Center,Focus,Center,Straight Front Ahead,Straight
13999,Open,Center,Focus,Center,Straight Front Ahead,Straight
14000,Open,Center,Focus,Center,Straight Front Ahead,Straight
14001,Open,Center,Focus,Center,Straight Front Ahead,Straight
14002,Open,Center,Focus,Center,Straight Front Ahead,Straight
14003,Open,Center,Focus,Center,Straight Front Ahead,Straight
